,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,output_rf,output_rb,output_lf,output_lb
0,120.801,-325.293,316.6020000000001,91.992,10.742,-15.137,77.832,-44.53100000000001,132.031,57.52,121.387,-423.4380000000001,-12.012,-146.289,85.54700000000003,3.027,183.203,197.461,94.824,0,0,0,1
1,130.17600000000002,-313.672,342.871,101.563,21.777,-25.098000000000006,86.32799999999997,-35.254,131.055,63.867,119.727,-406.25,-20.41,-139.062,99.902,7.4220000000000015,189.258,209.277,102.051,0,0,0,1
2,143.65200000000004,-292.676,338.77,116.602,22.461,-24.902,99.121,-13.184,141.309,85.93700000000003,146.97299999999996,-375.391,-15.43,-118.555,115.234,31.543000000000006,198.047,221.484,121.387,0,0,0,1
3,152.832,-275.195,338.184,127.539,23.34,-27.344,108.496,7.129,147.461,105.273,169.33599999999996,-357.227,-31.25,-102.246,128.22299999999998,55.371,206.445,231.25,135.938,0,0,0,1
4,135.059,-303.027,324.902,100.488,8.105,-13.184,81.445,-13.867,126.367,79.00399999999998,142.38299999999995,-392.09,-37.402,-139.941,104.395,28.027,188.086,209.766,108.984,0,0,0,1
5,108.789,-334.473,300.586,79.395,-7.91,3.418,64.453,-36.133,120.703,58.789,100.879,-423.145,-34.57,-158.691,81.934,7.52,168.84799999999996,188.086,88.867,0,0,0,1
6,96.387,-351.66,291.6020000000001,66.016,-8.008,4.688,64.551,-52.539,129.19899999999998,51.562,92.578,-427.539,-15.918,-156.15200000000004,72.559,-7.617000000000001,162.695,177.93,79.102,0,0,0,1
7,97.949,-360.937,288.281,54.199,-7.4220000000000015,4.004,53.125,-64.453,119.141,44.629,98.047,-443.164,-4.004,-172.55900000000003,57.715,-22.656,162.59799999999996,172.75400000000005,66.406,0,0,0,1
8,90.723,-373.047,275.0,43.848,-15.137,10.059,37.988,-83.594,107.031,23.047,80.469,-459.961,-6.055,-190.039,38.086,-39.648,155.762,161.42600000000004,51.172,0,0,0,1
9,104.59,-351.27,291.309,62.598,-0.195,-4.688,58.203,-70.02,120.117,32.129,89.74600000000002,-436.23,-7.617000000000001,-171.77700000000004,61.035,-23.828000000000007,170.50799999999995,181.445,71.094,0,0,0,1
