,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,output_rf,output_rb,output_lf,output_lb
52,-5.957000000000002,-385.9380000000001,-86.523,29.102,52.051,-54.98,91.406,-1.66,59.863,70.801,133.105,-504.785,-54.492,-482.52,-248.34,31.348000000000006,188.77,-123.34,83.398,0,1,0,0
53,0.586,-368.945,-67.676,50.098,58.887,-62.598,101.367,12.988,61.816,83.887,126.66,-486.426,-64.16,-467.578,-232.91,48.242,196.289,-111.23,97.266,0,1,0,0
54,-1.758,-367.969,-62.012,40.137,61.133,-66.309,99.707,10.937,56.445,83.105,113.379,-479.59,-68.457,-463.672,-233.398,45.312,191.699,-111.914,94.727,0,1,0,0
55,-14.941,-389.0630000000001,-84.473,13.379,44.824,-51.27,83.984,-11.719,50.39100000000001,65.625,110.645,-498.828,-66.309,-488.086,-249.023,17.285,175.09799999999996,-134.082,73.73,0,1,0,0
56,-33.105,-416.406,-110.84,-7.715,30.176,-34.863,71.875,-25.195,50.58600000000001,52.051,106.445,-523.828,-66.211,-507.031,-263.574,5.371,159.082,-153.418,59.082,0,1,0,0
57,-39.941,-434.277,-121.094,-22.266,27.539,-29.785,65.82,-31.543000000000006,50.195,46.191,96.484,-542.871,-56.543,-514.941,-269.531,2.246,155.664,-159.863,50.879,0,1,0,0
58,-47.754,-448.242,-129.297,-31.934,24.609,-27.148000000000003,54.98,-48.926,42.09,29.199,81.055,-564.746,-47.559,-534.375,-283.789,-19.434,151.36700000000005,-169.43400000000003,34.18,0,1,0,0
59,-56.543,-459.961,-133.00799999999998,-42.578,23.047,-29.102,54.297,-57.422,45.605,23.535,77.24600000000002,-573.9259999999998,-41.113,-542.871,-293.848,-25.391,146.191,-174.609,31.25,0,1,0,0
60,-40.723,-439.453,-111.719,-29.59,39.355,-46.582,77.344,-38.086,61.914,43.359,104.395,-556.738,-38.184,-524.707,-267.48,-1.27,161.523,-154.19899999999996,55.664,0,1,0,0
61,-14.648,-408.301,-81.152,-8.789,57.91,-61.914,97.754,-19.629,70.898,61.23,121.973,-526.563,-43.848,-504.687,-242.969,18.555,180.859,-131.836,74.805,0,1,0,0
62,-5.664,-389.746,-71.387,8.398,62.988,-65.625,98.633,-7.813,61.523,70.117,134.27700000000002,-511.816,-43.75,-489.844,-234.277,26.367,186.328,-123.828,81.25,0,1,0,0
63,5.176,-364.746,-67.969,36.426,62.793,-65.234,104.687,14.941,63.77,89.551,142.578,-483.301,-58.398,-460.352,-226.074,52.148,197.461,-111.133,98.34,0,1,0,0
64,8.594,-363.086,-56.934,41.309,59.668,-64.844,101.367,13.379,57.813,84.277,130.371,-494.043,-75.977,-479.199,-230.859,43.164,197.949,-110.742,94.922,0,1,0,0
65,-12.109000000000002,-396.289,-71.875,11.816,44.238,-49.414,80.566,-12.988,44.238,56.25,94.336,-538.867,-75.098,-508.789,-256.738,11.425999999999998,176.66,-133.887,68.066,0,1,0,0
66,-27.832,-414.844,-107.715,-5.078,34.668,-37.5,69.727,-23.145,45.117,53.125,99.707,-533.691,-55.469,-490.137,-268.262,14.844,165.332,-150.195,56.83600000000001,0,1,0,0
67,-36.621,-429.785,-112.012,-13.086,30.273000000000003,-33.398,59.76600000000001,-35.84,43.75,42.578,80.762,-542.09,-56.83600000000001,-505.859,-286.328,3.027,162.305,-158.691,46.289,0,1,0,0
68,-48.34,-454.102,-119.727,-39.844,28.32,-31.738000000000003,57.422,-56.25,45.898,25.684,69.238,-562.012,-48.34,-535.742,-286.328,-19.824,152.148,-168.06599999999997,33.789,0,1,0,0
69,-56.738,-465.43,-126.953,-49.023,24.219,-30.469,53.51600000000001,-66.211,45.996,15.039,76.172,-575.879,-44.53100000000001,-554.59,-290.527,-33.789,145.313,-175.293,25.977,0,1,0,0
70,-37.891,-437.402,-111.426,-22.949,39.258,-45.215,75.0,-42.676,60.84,36.23,88.965,-556.25,-35.059,-520.8009999999998,-262.402,-8.887,162.012,-154.687,50.879,0,1,0,0
71,-11.23,-405.176,-78.711,-1.367,60.645,-63.867,89.648,-21.387,65.332,55.859,111.816,-522.266,-32.324,-489.0630000000001,-241.504,16.113,181.738,-131.543,69.62899999999999,0,1,0,0
72,-3.2230000000000003,-390.527,-65.43,12.305,65.332,-67.578,87.891,-9.863,58.887,65.527,126.27,-514.16,-56.152,-487.012,-248.828,31.641,187.793,-123.047,76.758,0,1,0,0
73,6.25,-368.066,-62.207,48.73,56.64100000000001,-58.594,92.676,11.816,57.617,84.57,131.934,-509.277,-70.703,-488.281,-237.988,51.855,200.488,-111.23,93.066,0,1,0,0
74,13.867,-358.398,-60.254,58.203,54.98,-59.57,95.508,15.918,52.734,88.184,142.48,-501.172,-71.777,-454.199,-222.949,54.492,204.199,-107.715,94.727,0,1,0,0
75,4.199,-378.418,-72.656,11.914,49.609,-55.078,87.598,-3.906,52.246,75.293,133.691,-483.301,-56.348,-460.742,-229.297,39.551,186.816,-126.27,76.758,0,1,0,0
76,-20.703000000000007,-408.203,-95.801,-8.691,37.109,-39.844,71.289,-25.098000000000006,45.41,55.273,103.418,-516.113,-52.344,-495.3130000000001,-249.512,17.285,167.96900000000005,-147.461,56.738,0,1,0,0
77,-34.961,-429.199,-110.938,-18.457,32.617,-34.082,67.383,-38.379,52.734,43.75,92.48,-541.6990000000002,-49.707,-515.43,-262.695,1.465,159.375,-157.715,47.46100000000001,0,1,0,0
78,-41.797,-446.777,-117.09,-32.715,31.152,-32.715,62.988,-52.734,51.953,29.492,84.66799999999998,-569.238,-41.21100000000001,-539.941,-277.344,-17.969,153.418,-166.797,34.473,0,1,0,0
79,-52.832,-458.984,-122.168,-47.754,27.734,-32.52,56.934,-65.43,48.145,18.359,62.402,-581.738,-41.992,-553.2230000000002,-286.914,-29.395,145.313,-175.391,25.0,0,1,0,0
80,-41.21100000000001,-440.527,-90.82,-31.445,42.578,-50.0,68.945,-47.07,53.809,35.938,67.578,-562.891,-58.594,-526.758,-282.813,-4.102,159.668,-156.15200000000004,43.652,0,1,0,0
81,-10.742,-404.6880000000001,-77.441,1.367,56.934,-60.937,88.37899999999998,-25.293000000000006,61.328,55.176,114.258,-531.641,-42.871,-498.437,-256.543,12.695,184.082,-132.227,65.234,0,1,0,0
82,-1.855,-387.5,-75.977,15.82,61.719,-64.16,99.707,-11.621,64.453,65.82,143.066,-517.188,-40.137,-484.473,-240.82,23.73,190.234,-121.777,77.441,0,1,0,0
83,5.7620000000000005,-365.43,-76.27,40.137,60.645,-62.598,104.492,6.641,61.816,81.348,152.93,-489.551,-48.047,-462.402,-228.711,44.043,200.293,-110.938,91.895,0,1,0,0
84,9.766,-357.8130000000001,-66.113,46.875,62.012,-66.602,104.98,12.402,58.691,85.059,145.80100000000004,-492.48,-61.816,-463.379,-221.387,49.805,204.004,-105.859,95.508,0,1,0,0
85,-9.18,-387.207,-83.789,22.363000000000003,47.65600000000001,-53.809,89.258,-12.695,51.465,59.668,120.605,-531.1519999999998,-64.355,-495.02,-245.41,23.34,184.082,-127.344,73.047,0,1,0,0
86,-29.492,-411.914,-103.711,7.617000000000001,33.008,-37.598,73.73,-35.938,48.047,37.598,94.238,-544.434,-67.09,-513.5740000000002,-266.406,-4.785,167.96900000000005,-149.023,54.395,0,1,0,0
87,-40.234,-430.273,-113.574,-13.477,31.152,-33.301,66.309,-49.219,49.609,26.855,85.059,-551.172,-52.832,-523.535,-275.195,-15.918,159.668,-160.059,45.02,0,1,0,0
88,-42.578,-447.852,-116.211,-34.277,30.176,-32.617,61.523,-62.402,51.074,14.746,82.715,-577.441,-42.383,-543.945,-282.422,-25.781,155.762,-165.918,34.766,0,1,0,0
89,-50.879,-458.594,-123.926,-33.789,22.266,-27.148000000000003,44.727,-74.609,33.496,3.809,59.76600000000001,-606.738,-45.02,-558.594,-298.535,-35.449,150.977,-175.293,21.582,0,1,0,0
90,-37.5,-429.004,-113.867,-1.855,33.301,-38.574,61.426,-49.023,41.992,29.297,54.102,-575.879,-44.238,-532.715,-271.48400000000004,-8.594,166.602,-155.664,45.508,0,1,0,0
91,-15.918,-403.809,-87.109,4.004,50.879,-54.492,81.055,-26.563,51.465,49.707,87.988,-536.4259999999998,-42.09,-503.32,-243.164,14.16,182.324,-134.375,68.164,0,1,0,0
92,0.098,-388.379,-66.113,10.742,58.398,-60.84,87.402,-11.133,51.758,61.523,133.398,-515.7230000000002,-60.059,-486.914,-237.891,29.59,191.895,-121.582,80.566,0,1,0,0
93,7.324,-370.996,-57.617,33.203,58.301,-61.719,90.039,4.785,49.121,74.707,144.727,-499.023,-71.387,-473.73,-234.082,47.168,199.219,-113.379,91.406,0,1,0,0
94,8.496,-360.449,-61.719,46.777,54.492,-59.277,94.336,19.531,52.148,89.941,116.504,-498.633,-95.508,-470.41,-232.227,57.617,201.563,-109.473,99.902,0,1,0,0
95,-15.137,-390.137,-84.863,18.164,39.258,-45.898,78.711,1.855,44.629,73.633,87.988,-531.738,-96.289,-495.703,-255.664,31.934,177.93,-132.715,78.418,0,1,0,0
96,-31.641,-414.355,-103.223,-4.98,34.082,-37.695,68.555,-20.508000000000006,44.14100000000001,51.66,88.184,-536.035,-84.863,-493.945,-269.629,14.258,162.109,-152.148,59.76600000000001,0,1,0,0
97,-41.309,-430.469,-114.941,-17.285,30.566,-32.812,62.598,-38.281,43.75,33.008,83.301,-549.316,-65.527,-504.492,-271.875,-2.637,156.934,-161.328,47.559,0,1,0,0
98,-39.746,-442.383,-112.5,-26.27,23.633000000000006,-27.246,53.223,-49.707,39.062,23.73,86.426,-568.6519999999998,-42.969,-528.418,-279.10200000000003,-19.434,157.812,-167.285,36.23,0,1,0,0
99,-54.785,-462.98800000000006,-121.094,-38.574,18.848,-23.828000000000007,43.555,-63.574,34.961,10.254,80.664,-611.914,-34.473,-574.609,-296.191,-39.941,147.07,-179.688,24.902,0,1,0,0
100,-40.723,-437.305,-102.051,-13.086,34.57,-40.82,66.50399999999999,-42.285,54.688,33.691,96.582,-584.766,-39.551,-526.855,-284.863,-11.523,162.305,-159.375,49.707,0,1,0,0
101,-15.625,-407.8130000000001,-83.984,-6.934,54.98,-58.789,95.703,-19.141,72.363,58.887,114.063,-535.254,-41.992,-490.137,-255.176,18.848,177.34400000000005,-136.13299999999998,75.293,0,1,0,0
102,-2.539,-388.867,-78.418,9.863,62.012,-64.453,103.711,-4.199,69.434,70.703,137.59799999999998,-529.102,-41.602,-490.723,-241.895,29.297,185.352,-125.195,85.84,0,1,0,0
103,-0.586,-373.047,-71.582,34.082,61.621,-64.551,105.762,11.035,66.113,83.789,135.156,-510.645,-54.688,-472.36300000000006,-233.496,42.383,191.016,-117.871,96.68,0,1,0,0
104,4.785,-365.43,-58.496,39.551,64.74600000000001,-69.727,113.867,23.438,69.043,91.504,131.445,-488.965,-77.051,-456.445,-217.09,53.223,194.727,-110.742,104.395,0,1,0,0
105,-14.550999999999998,-396.875,-63.574,8.008,51.855,-58.496,89.355,-1.367,47.07,64.551,92.383,-520.508,-90.039,-484.473,-238.574,27.051,173.73,-132.227,76.66,0,1,0,0
106,-30.371,-421.875,-90.723,-11.133,35.938,-40.82,68.652,-17.969,35.254,47.65600000000001,80.37100000000002,-541.016,-69.043,-501.465,-257.812,12.793,160.352,-152.148,57.03100000000001,0,1,0,0
107,-42.285,-437.207,-115.039,-23.438,30.371,-32.617,67.188,-28.809,45.703,42.188,85.156,-560.742,-44.043,-517.48,-266.211,3.711,151.465,-163.86700000000005,50.879,0,1,0,0
108,-42.383,-447.07,-127.539,-34.668,28.223000000000006,-30.566,72.949,-43.262,58.691,34.961,81.934,-576.855,-36.23,-538.77,-266.016,-16.895,148.63299999999995,-169.43400000000003,44.824,0,1,0,0
109,-58.398,-471.289,-133.691,-55.664,23.535,-28.418000000000006,66.699,-62.89100000000001,56.738,18.457,79.59,-605.566,-37.305,-566.504,-275.879,-40.918,136.328,-181.836,30.273000000000003,0,1,0,0
110,-46.484,-447.559,-112.891,-30.273000000000003,34.766,-41.699,73.633,-41.309,53.809,36.914,97.754,-594.922,-41.113,-534.4730000000002,-263.77,-7.813,152.148,-164.16,47.07,0,1,0,0
111,-23.633000000000006,-417.676,-83.594,-11.035,54.59,-60.645,87.988,-17.48,54.395,57.422,130.17600000000002,-548.73,-30.762,-496.875,-240.625,22.852,172.55900000000003,-141.309,66.699,0,1,0,0
112,-13.184,-399.609,-70.215,8.691,62.988,-66.113,100.488,-4.785,57.227,63.477,138.184,-527.148,-33.691,-489.551,-222.461,28.613000000000003,183.008,-127.734,78.711,0,1,0,0
113,-12.598,-387.695,-67.383,35.84,60.547,-62.988,105.273,4.883,58.496,69.62899999999999,119.531,-529.297,-60.15600000000001,-484.766,-218.457,30.469,188.086,-119.922,89.06299999999997,0,1,0,0
114,-4.785,-375.293,-52.051,40.137,66.699,-71.973,112.891,15.039,63.08600000000001,82.715,119.922,-517.578,-67.09,-472.656,-215.527,45.996,192.383,-112.109,98.828,0,1,0,0
115,-17.578,-396.387,-72.168,11.816,51.562,-58.008,96.973,-1.5619999999999998,56.83600000000001,69.238,124.219,-532.52,-76.367,-497.266,-244.043,27.734,175.58599999999996,-131.738,78.906,0,1,0,0
116,-32.227,-420.3130000000001,-90.625,-10.254,37.988,-42.676,79.98,-16.504,50.293,57.715,107.52,-541.602,-68.555,-500.48800000000006,-256.348,15.039,162.109,-150.684,61.621,0,1,0,0
117,-42.969,-436.328,-99.609,-22.363000000000003,33.203,-35.352,67.969,-34.082,46.973,42.773,98.047,-549.023,-62.89100000000001,-506.445,-274.316,-1.758,155.273,-162.988,47.07,0,1,0,0
118,-47.26600000000001,-450.195,-111.23,-34.961,32.422,-34.766,66.699,-49.219,52.051,32.227,87.5,-575.195,-56.25,-526.367,-277.246,-13.477,152.148,-169.043,37.109,0,1,0,0
119,-61.328,-470.312,-125.0,-51.367,25.293000000000006,-29.883000000000006,57.324,-67.48,47.559,15.918,73.828,-595.313,-44.922,-547.07,-299.316,-29.199,141.797,-181.93400000000003,23.047,0,1,0,0
120,-50.0,-450.48800000000006,-105.957,-32.129,40.723,-46.484,66.895,-51.66,48.535,32.52,62.305,-583.398,-49.023,-540.918,-292.676,-11.621,155.078,-165.82,38.184,0,1,0,0
121,-25.293000000000006,-418.652,-80.176,-3.027,53.418,-57.227,81.543,-27.832,48.633,53.223,89.258,-559.766,-47.559,-529.492,-262.012,7.129,176.563,-143.066,57.715,0,1,0,0
122,-5.859,-395.02,-65.332,14.941,57.52,-59.375,95.703,-14.258,56.152,57.813,142.969,-541.016,-37.793,-503.027,-239.16,17.09,190.137,-127.344,71.289,0,1,0,0
123,0.977,-375.391,-58.398,32.812,61.328,-64.16,106.641,1.855,66.113,74.219,147.559,-509.668,-50.879,-466.211,-226.66,46.094,194.629,-118.75,86.035,0,1,0,0
124,7.91,-359.961,-44.238,49.414,65.039,-70.508,111.133,15.918,64.063,85.645,148.24200000000005,-511.035,-69.141,-474.023,-216.113,59.18,201.367,-109.277,95.41,0,1,0,0
125,-10.547,-387.402,-59.96100000000001,30.859,53.32,-60.84,96.191,-7.129,56.543,64.941,137.207,-537.5980000000002,-61.621,-488.184,-234.57,33.203,183.203,-129.004,72.75399999999998,0,1,0,0
126,-31.738000000000003,-415.82,-95.215,15.527,36.816,-40.625,87.891,-24.023000000000003,64.063,51.562,106.934,-558.984,-58.203,-497.656,-251.074,16.797,165.332,-149.316,58.789,0,1,0,0
127,-44.14100000000001,-433.398,-108.984,-8.203,28.516,-30.078000000000007,77.344,-37.305,65.82,43.164,96.68,-572.559,-64.16,-514.941,-262.793,2.344,155.762,-161.621,48.535,0,1,0,0
128,-47.26600000000001,-450.684,-107.52,-33.594,28.613000000000003,-31.738000000000003,61.719,-52.441,46.973,33.203,100.293,-575.391,-46.973,-529.98,-268.457,-8.203,151.563,-168.16400000000004,33.496,0,1,0,0
129,-60.352,-469.922,-123.828,-48.73,20.313,-25.0,45.117,-67.09,31.641,18.555,91.016,-595.117,-32.129,-544.922,-281.738,-23.828000000000007,140.625,-181.93400000000003,17.09,0,1,0,0
130,-49.316,-449.219,-107.129,-29.688,33.008,-38.77,64.74600000000001,-51.27,49.121,35.547,98.438,-570.996,-32.52,-520.996,-265.137,-4.688,153.32,-165.234,39.453,0,1,0,0
131,-25.391,-417.48,-72.266,-11.328,51.172,-55.273,83.691,-29.004,60.059,52.539,118.262,-548.633,-34.082,-502.344,-242.383,19.434,173.145,-141.406,62.207,0,1,0,0
132,-9.668,-396.484,-48.438,10.059,59.082,-61.426,93.066,-11.816,61.426,62.5,119.531,-533.398,-55.762,-489.258,-235.05900000000003,29.785,185.05900000000003,-126.66,74.414,0,1,0,0
133,-10.059,-387.598,-46.191,23.828000000000007,61.914,-64.844,96.094,-1.465,55.273,69.62899999999999,123.437,-520.898,-61.426,-474.707,-233.008,37.402,186.523,-121.484,82.715,0,1,0,0
